date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:45:24	440553/440553	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Sep%202023%2020:45:24%20GMT	https://www.grandtheftvicecity.site/c%c3%b3pia-privacy-policy	C:/Users/Utilizador/Desktop/dg/rdg/www.grandtheftvicecity.site/c%c3%b3pia-privacy-policy.html	(from https://www.grandtheftvicecity.site/)
21:45:24	255/255	---M--	200	added ('OK')	text/xml	date:Fri,%2001%20Sep%202023%2020:45:26%20GMT	https://www.grandtheftvicecity.site/sitemap.xml	C:/Users/Utilizador/Desktop/dg/rdg/www.grandtheftvicecity.site/sitemap.xml	(from https://www.grandtheftvicecity.site/)
21:45:24	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Sep%202023%2020:45:26%20GMT	https://www.grandtheftvicecity.site/feed.xml	C:/Users/Utilizador/Desktop/dg/rdg/www.grandtheftvicecity.site/feed.19.delayed	(from https://www.grandtheftvicecity.site/)
21:45:24	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Sep%202023%2020:45:26%20GMT	https://www.grandtheftvicecity.site/${n.uri}	C:/Users/Utilizador/Desktop/dg/rdg/www.grandtheftvicecity.site/${n.1a.delayed	(from https://www.grandtheftvicecity.site/)
21:45:25	100183/100183	---M-Z	200	added ('OK')	application/javascript	etag:W/%227a9e6e5e80a1e1297642898f5dea2d3d%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.e111703b.bundle.min.js	C:/Users/Utilizador/Desktop/dg/rdg/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.e111703b.bundle.min.js	(from https://www.grandtheftvicecity.site/)
21:45:25	157819/157819	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f55f973c63ffa13385a8d2c6477fd957%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.64c256ba.bundle.min.js	C:/Users/Utilizador/Desktop/dg/rdg/static.parastorage.com/services/wix-thunderbolt/dist/main.64c256ba.bundle.min.js	(from https://www.grandtheftvicecity.site/)
21:45:25	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/Users/Utilizador/Desktop/dg/rdg/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://www.grandtheftvicecity.site/)
21:45:26	12463/12463	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d498e143f421cc44dfb64f22fef270%22	https://static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	C:/Users/Utilizador/Desktop/dg/rdg/static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	(from https://www.grandtheftvicecity.site/)
21:45:26	118656/118656	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c5abc87541fe6bb0f43f22af475a8b20%22	https://static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	C:/Users/Utilizador/Desktop/dg/rdg/static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	(from https://www.grandtheftvicecity.site/)
21:45:27	2865/2865	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Sep%202023%2020:45:28%20GMT	https://www.grandtheftvicecity.site/decodeURIComponent(e	C:/Users/Utilizador/Desktop/dg/rdg/www.grandtheftvicecity.site/decodeURIComponent(e.20.delayed	(from https://www.grandtheftvicecity.site/)
21:45:27	7897/7897	---M-Z	200	added ('OK')	application/javascript	etag:W/%2282ef8cd522818464cafdf4bf58ab1ffa%22	https://static.parastorage.com/services/tag-manager-client/1.705.0/siteTags.bundle.min.js	C:/Users/Utilizador/Desktop/dg/rdg/static.parastorage.com/services/tag-manager-client/1.705.0/siteTags.bundle.min.js	(from https://www.grandtheftvicecity.site/)
21:45:28	27728/27728	---M-Z	200	added ('OK')	application/javascript	etag:W/%229562c76ed2a51f076cdd128b590e7b83%22	https://static.parastorage.com/services/wix-perf-measure/1.1058.0/wix-perf-measure.umd.min.js	C:/Users/Utilizador/Desktop/dg/rdg/static.parastorage.com/services/wix-perf-measure/1.1058.0/wix-perf-measure.umd.min.js	(from https://www.grandtheftvicecity.site/)
21:45:29	3638/3638	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Sep%202023%2020:45:30%20GMT	https://static.wixstatic.com/media/cf0e56_b3cfe8a4d1bd496d954ea5c78b18d1b9~mv2.jpg/v1/fill/w_288,h_162,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/cf0e56_b3cfe8a4d1bd496d954ea5c78b18d1b9~mv2.jpg	C:/Users/Utilizador/Desktop/dg/rdg/static.wixstatic.com/media/cf0e56_b3cfe8a4d1bd496d954ea5c78b18d1b9_mv2.jpg/v1/fill/w_288,h_162,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/cf0e56_b3cfe8a4d1bd496d954ea5c78b18d1b9_mv2.jpg	(from https://www.grandtheftvicecity.site/c%c3%b3pia-privacy-policy)
21:45:34	154198/154198	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Sep%202023%2020:45:29%20GMT	http://static.wixstatic.com/media/cf0e56_450b7d4851054698b2502c8f9912bb9e~mv2.png/v1/fill/w_1024,h_1020,al_c/cf0e56_450b7d4851054698b2502c8f9912bb9e~mv2.png?formatterValues=cf0e56_450b7d4851054698b2502c8f9912bb9e~mv2.png,1024,1020	C:/Users/Utilizador/Desktop/dg/rdg/static.wixstatic.com/media/cf0e56_450b7d4851054698b2502c8f9912bb9e_mv2.png/v1/fill/w_1024,h_1020,al_c/cf0e56_450b7d4851054698b2502c8f9912bb9e_mv2ff82.png	(from https://www.grandtheftvicecity.site/c%c3%b3pia-privacy-policy)
